startdate,station,pm,bc,na,mg,al,si,s,cl,k,ca,sc,ti,v,cr,mn,fe,co,ni,cu,zn,ga,ge,se,br,rb,sr,y,zr,nb,mo,pd,ag,cd,sn,sb,cs,ba,la,ce,sm,eu,tb,au,tl,pb,date1,central,month,season
8/27/2018,c1pm25,69.050003,4.8299999,.63050002,1.2819,3.4461999,7.3485999,2.7435999,.5086,1.0006,5.2842002,0,.1921,.013,.0088,.054699998,2.6412001,.0035999999,.0091000004,.0156,.1181,.0018,.0035000001,.0018,.037799999,0,.0229,0,.0014,0,0,.0052999998,.0057000001,0,.0031999999,.0017,0,.037099998,.00039999999,.0197,.0647,.21089999,.090400003,0,0,.021,27aug2018,c1pm25,8,2
8/28/2018,c1pm10,87.75,4.3299999,.8836,1.2494,3.148,7.1401,4.158,.57499999,1.0742,7.1931,0,.21619999,.0144,.0092000002,.053100001,2.8838,.0052999998,.0101,.0198,.0341,.0024000001,.00039999999,0,.047200002,.0011,.044399999,0,.0121,.0013,0,.0071999999,.0060999999,0,.0044999998,0,.022299999,.069600001,.0184,0,.075199999,.080399998,0,0,0,.0167,28aug2018,c1pm10,8,2
8/28/2018,c2pm10,154.8,5.4699998,.71850002,2.0423,5.1724,14.4144,4.9433999,.72600001,1.773,15.2152,0,.4278,.033100002,.020099999,.1452,5.5345998,.0106,.0185,.025699999,.88779998,.0060000001,.003,.0138,.036600001,.0052999998,.093999997,.00050000002,.019200001,0,.0071999999,.0081000002,.0102,.0049999999,.0491,.003,0,.49070001,.0568,.0074999998,.1821,.025,.0272,0,0,.068800002,28aug2018,c2pm10,8,2
8/28/2018,c1pm25,35.009998,3.76,.65350002,.35710001,.83960003,1.6525,4.1195002,.252,.47639999,1.1591001,0,.046300001,.011,.0027999999,.0108,.63620001,.0020000001,.0035000001,.0071999999,.0187,.00030000001,.003,0,.032600001,0,.0116,.000099999997,.0027000001,.00030000001,.0024000001,.0044999998,.0015,.00019999999,.0078999996,.0026,0,.0209,.016899999,0,0,.0068000001,.0060000001,0,.00069999998,.0077,28aug2018,c1pm25,8,2
8/28/2018,c2pm25,56.619999,4.4499998,.583,.57639998,1.6953,5.2491999,4.9844999,.347,.81910002,2.8032999,.0020999999,.0823,.0119,.0024999999,.058899999,1.2068,.0017,.0066,.0131,.62050003,.00050000002,.0031999999,.0105,.022500001,.00050000002,.0176,0,0,.0017,.0024000001,0,.0035999999,0,.0348,0,0,.0308,.015,.0044999998,.019300001,.1305,.0044,0,0,.032499999,28aug2018,c2pm25,8,2
8/29/2018,c1pm10,85.5,2.9300001,.74309999,1.3429,3.2835,7.8134999,3.0538001,.52560002,1.0039001,8.3421001,0,.20990001,.0123,.0098999999,.057500001,2.8432,.0034,.0122,.020199999,.037500001,.00079999998,0,0,.0232,.0027999999,.0425,.0011,.00079999998,0,.00060000003,.0019,.00039999999,0,.0081000002,.0018,.0074999998,.021199999,.0026,.016000001,.0447,.055399999,0,0,.0041,.0165,29aug2018,c1pm10,8,2
8/29/2018,c2pm10,152.47,5.29,.75120002,2.6182001,5.5776,14.5359,3.6742001,.75150001,1.7876,16.8703,0,.38780001,.032299999,.021299999,.1568,5.9006,.0131,.025800001,.035,.6214,0,.0026,0,.042800002,.0034,.096900001,0,.0126,0,.0024000001,.012,.0162,0,.0147,0,.0011,.1191,.0020000001,.0029,.033199999,.099399999,.0535,0,0,.050299998,29aug2018,c2pm10,8,2
8/29/2018,c2pm25,48.32,4.2199998,.5751,.77160001,1.4916,3.6499,3.8443,.40369999,.70850003,2.8573,.0013,.082500003,.0148,.0049000001,.046300001,1.3384,0,.0060999999,.0197,.45249999,.0031999999,.00030000001,.0024000001,.033199999,0,.0195,0,.0013,0,.0026,.0085000005,.0092000002,0,.020500001,0,.028100001,.050799999,.028100001,0,.0418,0,0,0,0,.037700001,29aug2018,c2pm25,8,2
8/29/2018,c1pm25,27.27,2.3699999,.5036,.36849999,.84820002,1.6727,2.852,.15530001,.4007,1.2552,0,.042300001,.0082,.0019,.0125,.60170001,0,.003,.0055,.021500001,.00079999998,.0020999999,.00039999999,.018300001,.00019999999,.0063,0,.0031000001,.0026,0,.0111,.0027999999,0,.019300001,0,.0086000003,.0309,.026900001,0,.052499998,.0579,.060699999,0,.0041999999,.0098000001,29aug2018,c1pm25,8,2
8/30/2018,c1pm25,33.200001,3.4100001,.76670003,.3784,.73900002,1.5498,3.7771001,.18089999,.55260003,1.2136,.00069999998,.0469,.0128,.0033,.0074,.65359998,.0016,.0035000001,.0148,.0295,.0011,.0011,0,.023,.00089999998,.0112,.000099999997,.0074,.000099999997,0,0,.00019999999,0,.0074,0,.0057999999,.0133,0,.028999999,.078199998,0,.026699999,.0013,.0020000001,.0012000001,30aug2018,c1pm25,8,2
8/30/2018,c2pm25,41.459999,3.3199999,.37310001,.6426,1.3685,3.2454,2.7729001,.4348,.80059999,2.5992,.0027999999,.071000002,.011,.0041999999,.046300001,1.2155,.0013,.0071999999,.0147,1.0549001,.0020000001,.00079999998,.0031999999,.031599998,.0023000001,.016100001,0,.00069999998,0,0,0,.0038000001,0,.024,.0055999998,0,.033300001,.038899999,.033199999,.041000001,.00079999998,.0294,0,0,.0691,30aug2018,c2pm25,8,2
8/30/2018,c1pm10,97.279999,4.0599999,.7234,1.2802,3.3371999,8.1884003,3.7354,.50849998,1.2131,9.0051003,.00060000003,.25150001,.0185,.0133,.0583,3.3326001,.0052999998,.0118,.036200002,.057599999,0,.0020999999,0,.031300001,.0011,.042800002,.00039999999,.017200001,0,.0019,.0059000002,.0038000001,0,.0063,0,.0196,.091600001,.043499999,.0081000002,.1002,0,0,.0026,.00030000001,.0109,30aug2018,c1pm10,8,2
8/30/2018,c2pm10,143.8,4.2800002,.48679999,2.2595999,5.1694002,13.1509,2.8612001,.76459998,1.7934999,15.9785,.0102,.37979999,.0222,.023399999,.14300001,5.6697001,.0155,.0228,.0294,1.1687,.0022,.0015,0,.042800002,.0052999998,.078000002,0,.017899999,0,.0013,.0024000001,.0074999998,0,.021,.0017,.0071999999,.17569999,.0581,.0177,.070900001,0,.0147,0,0,.075499997,30aug2018,c2pm10,8,2
8/31/2018,c2pm10,164.35001,6.5599999,.79689997,2.3041999,4.9161,12.5591,5.8838,.52179998,1.8914,15.6544,0,.34169999,.034200002,.025,.1323,5.2939,.0098000001,.0265,.0359,.86830002,.0020999999,.0023000001,.0014,.0504,.0026,.078699999,0,.0206,.0068999999,.0035000001,.0026,.0071999999,.0136,.0078999996,.0082999999,0,.1193,.0251,.0077999998,.044100001,.0539,0,0,.00050000002,.0601,31aug2018,c2pm10,8,2
8/31/2018,c1pm10,116.72,5.1599998,1.0319999,1.3207,3.4663,8.3305998,6.4577999,.34310001,1.3135,9.3978004,0,.24420001,.029899999,.0139,.0614,3.3792,.0038999999,.0175,.036699999,.055599999,.0033,.00069999998,0,.032000002,.0043000001,.052299999,.00069999998,.0144,0,.0013,0,0,0,.0119,.00079999998,.0022,.027799999,.047400001,0,.079300001,.1199,0,0,0,.021299999,31aug2018,c1pm10,8,2
8/31/2018,c1pm25,47.509998,4.7399998,.71280003,.3432,.65369999,1.3213,6.8362999,.089299999,.5765,1.0505,.0035000001,.039900001,.019400001,.0029,.0107,.56,.000099999997,.0066,.0174,.030300001,.00030000001,.0016,0,.026799999,.0013,.0094999997,0,.0068000001,.0031999999,.0040000002,.0034,.0098000001,.0060000001,.0073000002,0,.0108,0,.041700002,.0046999999,.084200002,0,.054000001,0,0,.0070000002,31aug2018,c1pm25,8,2
8/31/2018,c2pm25,55.68,5.4400001,.71649998,.57389998,1.1065,2.4728,6.4959998,.2128,.81110001,2.0620999,.00019999999,.0647,.021400001,.0031999999,.0319,.91140002,.0020000001,.0111,.018999999,.63940001,.0011,.0024000001,0,.032499999,0,.0105,0,.0038000001,0,.0041,.00089999998,.0055999998,0,.0055,.00019999999,0,0,.039999999,.064499997,.014,.050799999,.0080000004,0,0,.044500001,31aug2018,c2pm25,8,2
9/1/2018,c2pm25,64.309998,5.8600001,.4923,.66339999,1.4146,3.5854001,6.1352,.86129999,1.0835,2.5613999,.0026,.078500003,.022700001,.0049999999,.068300001,1.4411,.0016,.0099999998,.026900001,1.6782,.00069999998,0,.0013,.043499999,0,.0187,0,.0057000001,.0012000001,.0017,0,.0014,0,.0127,.0057000001,.0037,.031300001,.0014,.0057000001,.052099999,.056000002,.0261,0,.0024999999,.0898,01sep2018,c2pm25,9,3
9/1/2018,c1pm10,101.17,4.3400002,.8405,1.3171,3.0524001,7.6132998,4.5201998,.88389999,1.286,8.6503,0,.2138,.033199999,.0111,.052099999,3.1168001,.0035000001,.016100001,.029300001,.0482,.001,.0018,.0013,.087899998,.0040000002,.047499999,.00039999999,.0145,0,.000099999997,0,.00030000001,0,.0037,0,.02,.048999999,.0055,.0275,.078500003,.1146,.073100001,0,.00050000002,.0123,01sep2018,c1pm10,9,3
9/1/2018,c2pm10,189.62,6.73,.076499999,2.5982001,5.6227999,15.3691,5.5254002,1.1923,2.2571001,18.2283,.0013,.4429,.038699999,.0352,.2014,8.2198,.0208,.029300001,.048300002,2.1103001,.0055999998,.0034,0,.060600001,.0065000001,.1234,0,.015,0,0,.0052999998,.0040000002,.00019999999,.024800001,.0020000001,0,.2412,.0231,.0014,.1179,.1318,.022,0,0,.132,01sep2018,c2pm10,9,3
9/1/2018,c1pm25,37.73,3.47,.7277,.34439999,.72869998,1.5551,4.3088999,.43779999,.65369999,1.2003,0,.042300001,.024800001,.0027000001,.0153,.65140003,.0014,.0055999998,.0162,.0287,.000099999997,0,0,.068999998,0,.0089999996,0,0,0,0,.0055,0,0,.014,0,0,.0057999999,.018999999,.031800002,.030999999,.161,0,0,0,.0068000001,01sep2018,c1pm25,9,3
9/2/2018,c2pm25,42.009998,3.4400001,.611,.5528,1.2783999,2.49,4.0950999,.28080001,.60369998,2.1812999,0,.060899999,.0145,.0038000001,.0253,.95539999,0,.0029,.0089999996,.2264,0,.0011,0,.0262,0,.0091000004,0,.00060000003,.00089999998,0,0,.0046000001,0,.015699999,.003,0,.020400001,.0264,.0081000002,.054499999,.0319,0,0,.0024999999,.0254,02sep2018,c2pm25,9,3
9/2/2018,c2pm10,145.62,4.4000001,.69,2.224,4.9226999,12.1825,4.1403999,.67379999,1.5436,16.424101,0,.3432,.0277,.023,.1167,5.5191998,.0074999998,.021299999,.025599999,.33140001,0,.0027000001,0,.0359,.0031000001,.078000002,0,.0082999999,0,.0041999999,.0041999999,.0033,0,.0146,.0082999999,0,.1489,.0088,.0077999998,.1364,0,.069899999,.0020999999,0,.048500001,02sep2018,c2pm10,9,3
9/2/2018,c1pm25,30.280001,2.8099999,.74080002,.3696,.71520001,1.631,3.2342,.0309,.48840001,1.2112,.0034,.038699999,.0149,.00069999998,.0126,.57429999,.0012000001,.0057999999,.0071999999,.021299999,.0015,.0011,0,.0221,0,.0107,.0020999999,0,0,.00089999998,0,.0066999998,0,.0034,0,.0197,.0277,.0173,0,.093199998,.045299999,.084600002,0,.00019999999,.0208,02sep2018,c1pm25,9,3
9/2/2018,c1pm10,83.809998,3.4000001,.89770001,1.2647001,3.0423999,7.2371998,3.4151001,.64719999,1.0572,8.0937004,0,.1964,.0207,.0112,.0614,2.7471001,.0027000001,.0136,.0102,.037,.000099999997,0,0,.0254,.0037,.0436,0,.0091000004,0,0,.0052999998,.0081000002,0,0,0,.0118,0,.037900001,.046,.036400001,.0104,0,0,0,.0114,02sep2018,c1pm10,9,3
9/3/2018,c2pm10,142.34,3.05,1.6813999,.8556,2.1479001,4.6684999,16.346399,.0436,.74870002,4.2349,.001,.1524,.0219,.0071,.050299998,2.3559999,.0029,.0101,.0239,.21789999,.00050000002,.0017,.00079999998,.0374,.0031999999,.054000001,.000099999997,.0022,0,0,.0074,.0055999998,.00079999998,.0046000001,.0038999999,.0211,.052499998,.044300001,.069700003,0,0,.092200004,0,.0035000001,.020300001,03sep2018,c2pm10,9,3
9/3/2018,c1pm10,151.49001,4.4099998,1.8426,1.2758,2.8022001,6.2412,18.4013,.0243,.86110002,5.6952,0,.1956,.030999999,.0099999998,.064000003,2.9712,.0054000001,.0164,.0416,.222,0,.0034,.0016,.035799999,.0013,.0502,0,.0105,0,.000099999997,.0015,.0020999999,0,.0070000002,0,.0044999998,.096299998,0,.020300001,.056299999,.1419,.0458,.0022,.00039999999,.0152,03sep2018,c1pm10,9,3
9/3/2018,c1pm25,104.91,4.0599999,1.5236,.4955,.75389999,1.2499,18.995001,.0106,.30379999,.71380001,.0017,.0418,.0241,.0020999999,.0175,.62290001,.0011,.0088999998,.017100001,.1425,.00019999999,.0041,0,.022500001,0,.017999999,0,.0081000002,.0024999999,0,.0011,.0026,.0054000001,.0133,.0019,0,0,.0165,.0185,.0546,.1036,0,0,0,.022399999,03sep2018,c1pm25,9,3
9/3/2018,c2pm25,102.63,2.78,1.4337,.3382,.5995,.93269998,18.0436,.0083999997,.27379999,.52029997,.00079999998,.030400001,.017000001,.0016,.0147,.46700001,.000099999997,.0070000002,.0188,.149,.0024999999,.0027000001,.0013,.0261,0,.0196,.001,0,0,0,.0046999999,.0031000001,0,.0046000001,.0070000002,.0022,.0023000001,.0178,.0043000001,.056200001,.025900001,0,0,.0011,.019200001,03sep2018,c2pm25,9,3
9/4/2018,c2pm10,103.21,3.05,1.4806,1.0489,2.4065001,5.3123999,10.7317,.067599997,.80159998,3.7158,0,.14139999,.023700001,.0077,.043299999,2.3297999,0,.0109,.0081000002,.0515,.0013,0,.0012000001,.0106,.0012000001,.038600001,.00030000001,.0049999999,.0046000001,.0055,.0093999999,.0019,.00060000003,.0174,.0019,.017999999,.033100002,.065700002,.054699998,0,.13420001,0,0,.0023000001,.0023000001,04sep2018,c2pm10,9,3
9/4/2018,c2pm25,62.75,2.75,.90420002,.38679999,.78280002,1.3967,11.1452,.0093999999,.30129999,.5686,.0051000002,.0392,.017899999,.0022,.0125,.5758,.000099999997,.0055,.0057999999,.032400001,0,.00039999999,.0017,.0098999999,.0031000001,.0135,.00069999998,.0018,0,.00079999998,.0015,.0062000002,0,0,0,.0083999997,0,.065099999,.1058,.0154,.0152,.0035000001,.0011,.00060000003,.0113,04sep2018,c2pm25,9,3
9/4/2018,c1pm25,72.739998,3.8,1.3104,.46270001,.9454,1.6194,13.4388,.0077,.33880001,.74510002,0,.050500002,.024599999,.0014,.012,.66409999,.0012000001,.0074999998,.0108,.096000001,.0035999999,.0026,.0023000001,.016100001,0,.0104,.0033,.00019999999,0,0,.012,0,0,.0105,.0099999998,.0274,.0104,0,.012,.1427,.083300002,.036600001,0,0,.0013,04sep2018,c1pm25,9,3
9/4/2018,c1pm10,122.35,4.0900002,1.6242,1.3498,3.2356999,7.2384,12.7362,.033100002,.96170002,6.2066002,0,.22139999,.035799999,.0085000005,.061900001,2.9753001,.0077999998,.0147,.030200001,.139,.00030000001,.0020999999,.0038999999,.02,0,.0458,0,.0107,.00039999999,.0016,.0012000001,.0022,0,.0049999999,.0046999999,0,.1912,.0071,.0136,.090499997,.056899998,.074500002,0,0,.0124,04sep2018,c1pm10,9,3
9/5/2018,c1pm25,59.75,3.79,.95929998,.44010001,.82179999,1.5811,10.4703,.044199999,.45500001,.94520003,.0046999999,.0427,.015699999,.001,.0176,.65960002,0,.0057999999,.011,.050000001,.0038000001,.0020999999,0,.022500001,.0014,.0082,.0024999999,.0031999999,.0024999999,0,0,.0024999999,0,.0046000001,.0035999999,.001,.0186,.0144,.0163,.024499999,.0121,.0012000001,0,.0026,.0207,05sep2018,c1pm25,9,3
9/5/2018,c1pm10,112.05,4.1399999,1.1691,1.2783999,2.9504001,6.9161,9.8782997,.1654,1.0459,6.9408998,0,.20039999,.0221,.0111,.057500001,2.8866,.0104,.0122,.029999999,.088,.0029,.0020000001,.0038000001,.032200001,.0024000001,.047600001,0,.0103,0,0,.0093,.0027000001,.0022,.0134,.0027999999,0,.062700003,.0232,.035300002,.1169,.056699999,.0198,0,.0015,.0252,05sep2018,c1pm10,9,3
9/5/2018,c2pm10,150.53,4.2199998,1.2489001,1.8112,4.0931001,10.5066,10.932,.38069999,1.4129,10.395,0,.48429999,.053399999,.0184,.1242,5.2318001,.0131,.0196,.0229,.89020002,0,.0011,.0080000004,.031300001,.0024000001,.077200003,0,.0034,.003,.0052999998,.0122,.0033,.0029,.0114,.0089999996,0,1.0335,.036499999,.0307,.0165,.0515,0,0,0,.0766,05sep2018,c2pm10,9,3
9/5/2018,c2pm25,73.089996,3.74,.99040002,.49000001,1.1251,3.1108,11.8982,.059799999,.6067,1.2246,0,.093599997,.022700001,.0031000001,.031800002,1.0063,0,.0081000002,.0128,.62510002,.0038000001,.0016,.0052,.022700001,0,.0185,0,.0038999999,0,0,.0044,.00060000003,0,.0126,0,.0060999999,.14040001,.0049000001,0,.013,.041099999,.061500002,0,0,.0469,05sep2018,c2pm25,9,3
9/6/2018,c1pm10,74.580002,3.8499999,.76099998,.91009998,2.1877,5.2431998,4.6251998,.45559999,.80000001,6.0198002,.00069999998,.1552,.032099999,.0077999998,.0363,2.1403,.0038000001,.0126,.034699999,.1034,0,.0012000001,.0015,.023,0,.032699998,0,.0151,0,.0046999999,0,.0024000001,0,.0031999999,.0107,.0105,.087099999,.0143,.0112,0,.0513,.0154,0,0,.0077,06sep2018,c1pm10,9,3
9/6/2018,c2pm25,55.529999,2.8499999,1.021,.64249998,1.1433001,2.3441,9.0724001,.0066,.3599,1.4971,.0024000001,.054499999,.0151,.0015,.0188,.8028,.0012000001,.0077999998,.0037,.043900002,.00019999999,.00079999998,.0038999999,.0096000005,.00019999999,.017200001,.0018,0,0,0,.0097000003,.0121,0,.0035000001,.0048000002,0,0,.0083999997,0,.068099998,.033399999,.0614,0,.0015,.0123,06sep2018,c2pm25,9,3
9/6/2018,c2pm10,134.87,3.47,1.4886,2.1210001,3.9170001,9.7934999,9.0446997,.079700001,1.174,10.6885,0,.24510001,.022500001,.0163,.082400002,3.721,.0071,.020099999,.0127,.082099997,.0046000001,.0018,.0023000001,.0163,0,.0832,.0017,.0048000002,0,.0052999998,.0018,.000099999997,.0052999998,.0063999998,0,.030999999,.084899999,.064400002,.0164,.0229,.091300003,.077299997,.0052999998,0,.0153,06sep2018,c2pm10,9,3
9/6/2018,c1pm25,34.080002,3.47,.69440001,.2827,.52749997,1.0944999,4.6680002,.1917,.36660001,.96380001,0,.036899999,.0229,.0026,.0086000003,.49169999,0,.0080000004,.0167,.064900003,.00079999998,0,0,.020099999,0,.0085000005,.00030000001,.0038000001,0,.0024999999,.0034,.0024000001,0,.0173,.0027999999,0,0,.020300001,.0089999996,0,0,0,.0044,0,.0174,06sep2018,c1pm25,9,3
9/7/2018,c1pm25,50.869999,3.0899999,.75660002,.4479,.89230001,1.9085,8.4700003,.0255,.33050001,1.2421,.0035999999,.0526,.0156,.0023000001,.0153,.75190002,.00050000002,.0043000001,.015799999,.060800001,0,.00050000002,.00079999998,.016100001,0,.0136,0,0,0,0,.00079999998,.0102,0,.0016,.0023000001,.022700001,.0098999999,.0392,.032699998,.0381,.029899999,.077299997,0,.0023000001,.0111,07sep2018,c1pm25,9,3
9/7/2018,c1pm10,105.62,3.54,1.0666,1.4407001,3.1661,7.454,8.2262001,.1124,.9206,7.6257,0,.2164,.0261,.0101,.049600001,2.9670999,.0046999999,.0122,.029300001,.1007,.0011,0,.0023000001,.022299999,.00079999998,.055100001,.00089999998,.0102,0,0,.0107,.0060999999,.00060000003,.0085000005,.0011,.0038999999,.1175,.0062000002,.022399999,0,0,.0015,0,0,.0151,07sep2018,c1pm10,9,3
9/7/2018,c2pm10,137.48,4.48,.75269997,2.0797999,4.3455,11.3715,4.5869999,.45269999,1.3246,14.6094,0,.3048,.024599999,.0211,.098800004,4.5043001,.0094999997,.0222,.0294,.29859999,0,.0027999999,0,.022399999,.0026,.074299999,.0019,.0109,.00030000001,.000099999997,.0063999998,.0048000002,.0012000001,.0265,0,.0070000002,.19059999,.018300001,.0076000001,.1626,.141,0,.00069999998,0,.044199999,07sep2018,c2pm10,9,3
9/7/2018,c2pm25,43.830002,3.5799999,.52179998,.49779999,.94709998,2.47,5.0868001,.1613,.43020001,2.0627,0,.051100001,.0117,.0015,.023600001,.78179997,.0012000001,.0044999998,.0185,.186,.000099999997,0,.0034,.022700001,.0012000001,.015699999,.00069999998,.0019,0,.0031000001,.0026,.0062000002,0,.012,.0062000002,.0239,.022700001,.049800001,.058899999,.086999997,0,.0119,0,0,.0295,07sep2018,c2pm25,9,3
9/8/2018,c2pm25,52.73,4.5,.61580002,.97289997,1.4634,3.4024999,5.0556002,.1278,.5413,2.7976,0,.068300001,.0228,.0049999999,.0198,1.0623,.0014,.0088999998,.0121,.0396,.001,.0024000001,0,.095600002,0,.024900001,0,.0031999999,0,0,.0020999999,.00089999998,0,.0125,.00069999998,.021600001,.036800001,.032299999,.063100003,.082800001,.0209,.0101,0,.0017,.0197,08sep2018,c2pm25,9,3
9/8/2018,c1pm25,46.41,4.3600001,.47150001,.50419998,1.0961,2.3599,4.7512999,.206,.4567,1.9651,.0054000001,.064800002,.0141,.0024000001,.0198,.9914,.0014,.0055999998,.046,.23800001,.001,.00060000003,0,.059799999,0,.0135,.0011,.0020999999,.00050000002,.0024000001,.0013,.0031000001,0,.0012000001,0,0,0,.038400002,.048099998,.055300001,.0083999997,.074600004,.0054000001,.00019999999,.018999999,08sep2018,c1pm25,9,3
9/8/2018,c1pm10,121.67,5.2800002,.77130002,1.6619999,4.2336998,10.412,4.9103999,.52630001,1.2851,11.8838,0,.30669999,.026000001,.015900001,.075300001,4.1368999,.0068999999,.0162,.0757,.32249999,.00079999998,.00079999998,0,.082400002,.00079999998,.060400002,0,.0231,0,.0016,.0070000002,.0093,0,.023499999,.0011,.015900001,.1214,.049800001,.038699999,.0241,0,.036600001,.0023000001,0,.0276,08sep2018,c1pm10,9,3
9/8/2018,c2pm10,175.23,5.79,.79809999,4.2932,6.0763998,16.2819,4.6016002,.47139999,1.645,16.546301,0,.37259999,.034899998,.036600001,.1185,6.1240001,.014,.047899999,.0253,.095799997,.0016,.0044,0,.1525,.0027999999,.12549999,.0029,.0145,.00039999999,.003,.0071999999,.0116,0,.0041999999,.0068999999,.0091000004,.15260001,.0515,.0209,.0083999997,0,.0253,.0103,0,.030999999,08sep2018,c2pm10,9,3
9/9/2018,c1pm25,40.98,3.6600001,.69590002,.46830001,1.0448,1.9675,5.2343998,.1575,.53979999,1.0434,0,.0568,.023,.0018,.0198,.75029999,.00060000003,.0092000002,.0060999999,.031599998,.00039999999,.0023000001,.0014,.023600001,.0011,.011,0,.0027999999,0,0,.0040000002,.0027999999,0,.0141,.0137,0,.0427,.016000001,.041000001,.1079,0,.015900001,0,.0027999999,.0041999999,09sep2018,c1pm25,9,3
9/9/2018,c1pm10,95.43,4.1900001,1.01,1.2322,3.7369001,7.8766999,5.2526999,.42390001,1.1512001,6.7585001,0,.2527,.0319,.0106,.062799998,3.1675,.0057000001,.0175,.0198,.057799999,.001,0,0,.026699999,.00089999998,.0394,0,.0071,0,.0013,.0029,.0024999999,0,.0041999999,.00089999998,0,.061700001,.014,0,.049400002,.017899999,.0094999997,0,0,.0074,09sep2018,c1pm10,9,3
9/9/2018,c2pm10,160.46001,5.5,1.1713001,2.0562999,5.1680999,12.5443,6.7981,.57059997,1.7625999,14.1444,0,.3721,.088200003,.019200001,.1118,5.2504001,.0070000002,.035399999,.026900001,.3804,.00030000001,.00069999998,.0024000001,.053599998,.0059000002,.101,.0013,.0148,0,.0022,.0102,.0076000001,0,.0139,.0041999999,.0148,.17209999,.0288,0,.047800001,.07,0,.003,0,.048,09sep2018,c2pm10,9,3
9/9/2018,c2pm25,56.73,4.3899999,.81230003,.51139998,1.1964999,2.7449,7.4369001,.1531,.73879999,1.9500999,0,.067299999,.0581,.0031000001,.032099999,1.0455,.0015,.0218,.0141,.2771,0,.00060000003,.000099999997,.039900001,.00060000003,.018100001,0,0,.0041999999,.0043000001,.0014,.0063,0,.022299999,0,.0122,.036499999,.028999999,0,.026799999,0,0,0,0,.032900002,09sep2018,c2pm25,9,3
9/10/2018,c1pm10,58.290001,4.3499999,.7123,.67629999,1.9177999,4.1915002,3.5408001,.3294,.70999998,4.0525999,0,.1229,.0123,.0052,.0253,1.6173,.0027999999,.0077,.0155,.032600001,.00039999999,.0038000001,0,.0272,.0037,.0219,0,.0092000002,.003,.00089999998,0,.00019999999,0,.0097000003,.0089999996,0,.0055999998,.0173,.022399999,.0031000001,.095700003,.0038000001,0,.0066999998,.0126,10sep2018,c1pm10,9,3
9/10/2018,c2pm25,56.209999,4.98,.5988,.77410001,1.4479001,3.8331001,4.0374999,.57520002,1.0977,3.6833999,0,.087300003,.023800001,.0046999999,.056899998,1.6854,.0034,.0091000004,.018200001,.35460001,.00030000001,.00030000001,.003,.052900001,.0017,.0239,.00030000001,.0070000002,0,.00089999998,.0082,.0019,0,.0013,0,.0024999999,.059599999,.024900001,0,.071400002,.081799999,0,0,0,.0462,10sep2018,c2pm25,9,3
9/10/2018,c1pm25,27.700001,3.9300001,.4427,.1675,.39829999,.8405,3.5211999,.1339,.34540001,.57440001,0,.0276,.0097000003,.00079999998,.0041999999,.32949999,.00060000003,.0037,.0063,.0206,.00019999999,.001,.000099999997,.0189,0,.0046000001,0,.0020999999,0,.0046000001,.0015,.0019,0,.0012000001,0,.0082,0,.060699999,.0082999999,.041700002,.099299997,.0255,0,0,.0112,10sep2018,c1pm25,9,3
9/10/2018,c2pm10,194.03,6.5,.6142,2.6215999,5.6272001,15.1079,3.9552,1.22,2.2237,23.0175,.0019,.4628,.041099999,.037500001,.20469999,8.9052,.0147,.030099999,.040399998,.77890003,.0027000001,.0013,0,.076899998,.0059000002,.12530001,.0018,.024700001,.0041999999,.0023000001,.0082,.0027000001,0,.023700001,.0155,0,.31909999,.0019,.066699997,.033799998,.1718,.058800001,.003,.0044,.074100003,10sep2018,c2pm10,9,3
9/11/2018,c2pm25,37.130001,3.4000001,.62199998,.50379997,.8775,1.9559,3.8283,.1362,.45379999,1.5892,.00069999998,.0436,.0101,.0026,.0143,.61299998,0,.0031000001,.0128,.028100001,0,.00050000002,0,.040100001,0,.0088999998,.0018,.0020999999,.0046999999,.0033,0,.0033,.0022,.0033,.0049999999,0,.043099999,.0392,.018200001,.052000001,.017200001,.024499999,0,.0011,.0113,11sep2018,c2pm25,9,3
9/11/2018,c1pm25,44.759998,4.8099999,.47479999,.4718,.96700001,2.1580999,4.7574,.089000002,.3987,1.7248,0,.060400002,.0149,.0082,.015900001,.82279998,0,.0096000005,.0148,.082699999,.001,0,0,.0383,0,.0074999998,0,.0066999998,0,0,.0066,0,0,.0118,.0112,.0041,.038699999,.051600002,0,.071000002,0,.045499999,.0043000001,.0019,.0138,11sep2018,c1pm25,9,3
9/11/2018,c2pm10,103.06,4.1900001,.778,1.8487999,3.7787001,9.8094997,3.6884999,.39680001,1.2112,10.2613,0,.23019999,.0199,.020099999,.0625,3.4498,.0071,.0211,.0241,.072700001,.0015,.0013,0,.048500001,.0024000001,.063000001,.0041999999,.0073000002,0,0,.0078999996,.0044,.0031999999,.0035999999,.0077,.0208,.0106,0,0,0,0,0,.0073000002,.00039999999,.029100001,11sep2018,c2pm10,9,3
9/11/2018,c1pm10,119.37,5.8899999,.70740002,1.5871,4.0058999,9.8476,4.8691001,.36300001,1.1802,11.1796,0,.28729999,.0231,.020300001,.070600003,3.825,.0046000001,.0243,.049899999,.15800001,0,0,.0027999999,.047400001,.00079999998,.061099999,0,.021500001,.00079999998,.0016,.00050000002,.00079999998,0,.0137,0,.0241,.1138,.0218,.075900003,.055300001,.0128,0,0,0,.016799999,11sep2018,c1pm10,9,3
